country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Eswatini,0,0,0,0.348,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.361,0.373,0.373,0.373,0.373,0.373,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.416,0.416,0.416,0.416,0.398,0.467
Ethiopia,0.0529,0.0529,0.0529,0.0529,0.0529,0.0529,0.0529,0.0529,0.0529,0.0494,0.0494,0.0494,0.15,0.228,0.228,0.228,0.26,0.26,0.259,0.00428,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.384,0.384,0.384,0.388,0.388,0.388,0.347,0.345,0.435
Finland,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.856,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.913,0.886,0.851,0.864,0.897,0.897,0.811,0.811,0.86,0.86
France,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.687,0.687,0.687,0.687,0.687,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.686,0.686,0.686,0.744,0.744,0.744,0.771,0.771,0.784,0.713,0.713,0.713,0.713,0.721,0.676
Gabon,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.416,0.406,0.422,0.422,0.422,0.422,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.428,0.439,0.439,0.456,0.453,0.453,0.453,0.453,0.471,0.422
Gambia,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.441,0.441,0.441,0.441,0,0,0,0.355,0.355,0.355,0.355,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.341,0.341,0.341,0.363,0.506,0.506
Georgia,,,,,,,,,,,,,,,,,0.351,0.0543,0.351,0.351,0.368,0.437,0.437,0.437,0.437,0.424,0.424,0.424,0.479,0.529,0.529,0.529,0.529,0.529,0.536,0.554,0.554,0.554,0.613,0.613,0.624,0.62,0.626,0.669
Germany,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.857,0.857,0.847,0.847,0.85,0.885
Ghana,0,0,0,0.00428,0.518,0.551,0,0,0,0,0,0,0,0,0,0,0.00428,0.0529,0.573,0.556,0.556,0.588,0.654,0.654,0.654,0.675,0.682,0.682,0.682,0.682,0.682,0.69,0.69,0.69,0.69,0.69,0.69,0.664,0.632,0.632,0.673,0.64,0.649,0.64
Greece,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.706,0.706,0.706,0.706,0.706,0.739,0.739,0.739,0.739,0.739,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.685,0.685,0.685,0.685,0.685,0.671
Guatemala,0.319,0.319,0.319,0.251,0.251,0.251,0.251,0,0,0,0.00428,0.462,0.462,0.462,0.462,0.481,0.481,0.481,0.491,0.521,0.521,0.548,0.543,0.543,0.559,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.602,0.602,0.602,0.613,0.6,0.6,0.64,0.64,0.66,0.66,0.618,0.594
Guinea,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0,0,0,0,0,0,0,0.368,0.368,0.368,0.368,0.375,0.373,0.373,0.373,0.373,0.373,0.373,0.373,0.384,0.384,0.384,0.414,0.429,0.0529,0.0529,0.0529,0.0529,0.0529,0.0541,0.376,0.387,0.387,0.387,0.387
Guinea-Bissau,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.217,0.287,0.322,0.416,0.456,0.456,0.456,0.454,0.463,0.468,0.481,0.472,0.0494,0.438,0.461,0.456,0.456,0.428,0.465,0.455,0.455,0.411,0.427,0.436,0.43,0.43,0.422,0.478
Haiti,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0,0.251,0.251,0.00428,0.00428,0,0,0.461,0.465,0.393,0.393,0.472,0.556,0.566,0.566,0.566,0.521,0.535,0.535,0.535,0.535,0.00428,0.00428,0.531,0.531,0.531,0.531,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.524,0.519
Honduras,0.0529,0.0529,0.0529,0.0529,0.0529,0.00428,0.346,0.359,0.367,0.367,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.364,0.368,0.386,0.476,0.391,0.412,0.475,0.41,0.415,0.415,0.422,0.438,0.435
Hungary,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.33,0.35,0.35,0.36,0.429,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.662,0.662,0.662,0.677,0.709,0.709,0.709,0.709,0.709,0.709,0.72,0.604,0.585,0.582,0.581,0.594,0.594,0.594,0.599,0.573
India,0.598,0.548,0.555,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.652,0.641,0.609,0.622,0.591,0.578
Indonesia,0.312,0.312,0.261,0.261,0.261,0.261,0.261,0.261,0.268,0.268,0.268,0.268,0.268,0.244,0.244,0.244,0.244,0.221,0.221,0.221,0.221,0.221,0.244,0.437,0.572,0.585,0.585,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.616,0.616,0.616,0.64,0.651,0.651,0.651,0.641,0.659
Iran,0.384,0.384,0.384,0.384,0.00428,0.517,0.517,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.522,0.522,0.522,0.514,0.576,0.576,0.576,0.576,0.615,0.615,0.615,0.615,0.579,0.579,0.579,0.574,0.562,0.562,0.562,0.562,0.592,0.607,0.607,0.607,0.597,0.597,0.597,0.595,0.563,0.592
Iraq,0,0,0,0,0,0.279,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.314,0.462,0.00428,0.00428,0.00428,0.628,0.628,0.628,0.628,0.627,0.603,0.603,0.579,0.652,0.636,0.647,0.634,0.58
Ireland,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.647,0.647,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.695,0.695,0.695,0.695,0.695,0.695,0.712,0.709,0.709,0.709,0.709,0.724,0.691
Israel,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.81,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.801,0.801,0.762,0.762,0.762,0.765
Italy,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.765,0.765,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.884,0.884,0.778,0.778,0.778,0.839,0.839,0.863,0.863,0.863,0.863,0.863,0.863
Jamaica,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.602,0.602,0.602,0.623,0.623,0.647,0.647,0.669,0.669,0.669,0.668,0.668,0.668,0.682,0.673,0.673,0.673,0.665,0.658
Japan,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.764,0.764,0.764,0.764,0.764,0.764,0.805,0.805,0.805,0.805,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.831,0.831,0.839,0.839,0.858,0.839
Jordan,0,0,0,0,0,0,0,0,0,0.454,0.504,0.504,0.504,0.504,0.51,0.51,0.51,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.499,0.0529,0.0529,0.0529,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.547,0.547,0.55,0.55,0.55,0.554,0.554,0.584
Kazakhstan,,,,,,,,,,,,,,,,,0.434,0.434,0.434,0.402,0.374,0.367,0.367,0.367,0.367,0.359,0.359,0.359,0.359,0.359,0.367,0.367,0.367,0.367,0.367,0.362,0.362,0.34,0.346,0.346,0.346,0.346,0.35,0.32
