country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Serbia,,,,,,,,,,7.61,,,5.66,,,6.03,,8.05,,,,
Sierra Leone,,,,,,,,,,,,,,27.9,,,,,,,,
Slovak Republic,,,,,,,,,,,,80.9,,,,,,,,,,
Solomon Islands,,,,,,,,1.69,,,,,,,,,,,,,,
South Africa,,,,,,,,42.2,,,,,47.4,,,,72.4,,,,,
South Sudan,,,,,,,,,,,,8.06,,,,,,,,,,
Sri Lanka,,,,,,,,,18.5,,,13.6,,,16.7,,,,19.3,,,
Sudan,,,,,,,,,,,,4.94,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,8.3,,,,,,,,
Tanzania,,,,,,,,,,,8.49,,16.2,,20.4,,9.91,,,,,
Thailand,,,,,,,,,29.9,,,55.9,,53.2,,46.9,,,,,,
Timor-Leste,,,,,,,,,,26,,,,33.6,,,,,,,,
Tunisia,,,,,,,,,,,,,11.7,,,,,,,,,
Turkey,,,,,,,24.4,25.1,31.6,30.6,31,8.97,7.75,6.76,6.27,6.24,6.65,5.48,5.47,,,
Uganda,,,,,,,,8.41,,,,9.29,,,56.5,,,,,,,
Ukraine,,,,,,,,,46.8,,,,,45.6,42.7,46.3,,34.3,34.7,,,
Uruguay,,,,,,,,,,,33.2,37.9,40.5,39.5,40.9,,,38.4,42.4,43,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,3.35,
Venezuela,,,,,,,,,4.1,,,,,,,,,,,,,
Vietnam,,,,,,,,,14.7,,,,31.5,,11.1,,5.36,,,,,
Yemen,,,,,,,,10.7,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,0.411,,,,,1.91,,,,
Zimbabwe,,,,,,,,,,19.2,,,,23.1,,,,,,9.03,,18.9
