country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Djibouti,,,,,,,,,,,,,,,10.5,,,,,,,
Dominica,,,,,15,,,,,,,,,,,,,,,,,
Dominican Republic,,,,,,,,,,4.76,3.73,5.67,4.29,5.22,5.88,7.44,6.85,8.16,4.11,,,
Ecuador,,,,,,,,,,,5.44,,7.03,5.71,7.27,,7.73,8.79,8.43,9.49,,
Egypt,,,,,,,,,,,18.7,,,,,,,,,,,
El Salvador,,,,,,,,,,4.1,7.22,6.24,4.53,3.54,4.28,,4.85,3.91,3.36,4.79,,
Eswatini,,,,,,,,,,,,,,,,,,,5.33,,,
Ethiopia,,,,,,,,,,,,,,,,,,1.8,,,,
Fiji,,,,,,,,,,,5.47,,,,,7.02,,,,,,
Gabon,,,,,,,,13.8,,,,,,,,,,,,,,
Gambia,2.32,,,,,,,,,,,,0.58,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,61,,,
Ghana,,,,,,,,4.63,,,,,,,61.7,,,,46,,,
Guatemala,,,,,,,,,3.58,,,,,1.6,,,2.15,,,,,
Guinea,,,,,,,,,,,,,,,1.85,,,,,,,
Haiti,,,,,,,,,,,,,,,0,,,,,,,
Honduras,,,,,,,,,,,1.17,1.39,1.99,1.24,,1.41,,1.26,1.9,1.61,,
Hungary,,,,,,,,,,63.7,,,,,,,,,,,,
India,,,,,,,,,,,,,,18.6,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,5.88,6.12,,7.25,,
Iraq,,,,,,,,,31.6,,,,,,25.9,,,,,,,
Jamaica,,,,,4.71,,,,,,,,3.99,,,,,,,,,
Jordan,,,,,,,,,24.6,,,,26.1,,,,,,,,,
Kazakhstan,,,,,,,,,,29.1,,,28.9,,,,1.12,26.9,,,,
Kenya,,,,,,,,1.99,,,,,,,,,,0.74,,,,
Kyrgyz Republic,,,,,,,,,31.2,,,,,39.3,40,39.4,,,,,,
Lao,,,,,,,,,,0.758,,,,,,,,,,,,
Latvia,,,,,,,,,,,54.6,49.9,,,,,,,,,,
Lebanon,,,,,,,55.3,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,0.483,,
Liberia,,,,,,,,,,0.89,,,,,,,,,0.131,,,
Lithuania,,,,,,,,,,,47.1,,,,,,,,,,,
Malawi,,,,,,,0.568,,,,,,0.133,,,0.312,,,0.486,,,
Malaysia,,,,,,,,,,,8.33,,,,8.74,,9.02,,9.82,,,
Maldives,,,,,,,4.29,,,,,3.78,,,,,,,4.28,,,
Mali,,,,,,,,,,,,1.42,,,,,,,,,,
Marshall Islands,,26.9,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,8.44,,,,,,,,,,,
Mauritius,,,,,,,,,4.4,,,,,,18.4,,,,,,,
Mexico,,,,,,,,,,,56.4,,55,,49.2,,46,,13.4,,14.1,
"Micronesia, Fed. Sts.",,,22.7,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,43.7,,45.2,45.2,,,,,,
Mongolia,,,,,,,,,,41.5,,41.2,45.3,42.4,44.5,,44.7,,44.4,,,
Montenegro,,,,,,,,,,,,,,51.6,52.6,44.1,44.1,,,,,
Mozambique,,,,,,,,,,,1.75,,,,,,3.91,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,4.3,,
Namibia,,,,,,,,,,,,0.427,,,,,,3,,,,
Nepal,,,,,,,,,,,,,4.37,,,,,,,,,
Nicaragua,,,,,,,,27.4,,,,3.93,,,,,13.5,,,,,
Niger,,,,,,,,,,,,,,0.0337,,,1.28,,,,,
Nigeria,,,,,,,,,,,,,,,1.36,,,0.944,,,,
Pakistan,,,,,,,,,,6.9,,6.41,,,,5.68,,5.26,,,,
Palau,,,,,,,,,34.1,,,,,,,,,,,,,
Panama,,,,,,,,,,,17.1,18.1,16.4,17.6,17.9,16.8,17.6,18,18.2,19.3,22.6,
Papua New Guinea,,,,,,,,,,,,0.425,,,,,,,,,,
Paraguay,,,,,,,,,,2.53,3.43,3.06,5.2,3.38,16.4,3.76,2.46,3.47,2.69,3.28,,
Peru,,,,,,,,,,,7.84,7.3,9.31,9.31,10.2,9.75,9.24,9.22,8.19,8.44,,
Philippines,,,,,,,,,5.66,,,,,,,9.14,,7.44,,,,
Poland,,,,,,,,49.4,50.9,49.6,48.8,47.6,47.5,48,45.7,,,45.6,,,,
Romania,,,,,,,,,,,53.9,,,52.1,50.4,,,,,,,
Russia,,,,,,,,,,42.2,,,,,,,59.1,59,59.6,60.8,,
Rwanda,,,,,,,,0.485,,,,,0.568,,,10.9,,,,,,
Samoa,,,,,,,,,,,38.2,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,6.18,,,,,,,,
Serbia,,,,,,,,,,55.7,,,60.7,,,56.3,,52.9,,,,
Slovak Republic,,,,,,,,,,,,59.4,,,,,,,,,,
Solomon Islands,,,,,,,,0.585,,,,,,,,,,,,,,
South Africa,,,,,,,,2.02,,,,,2.31,,,,1.6,,,,,
Sri Lanka,,,,,,,,,5.79,,,4.76,,,5.75,,,,6.51,,,
Syria,,,,,,7.94,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,33.9,,,,,,,,
Tanzania,,,,,,,,,,,,,0.507,,0.339,,0.936,,,,,
Thailand,,,,,,,,,12,,,11.4,,10.7,,13.3,,,,,,
Timor-Leste,,,,,,,,,,,,,,0.568,,,,,,,,
Togo,,,,,,,,,,,,,,1.77,,,,,,,,
Tonga,,,,,,,,,,,,0.581,,,,,,,,,,
Turkey,,,,,,,30.3,30.5,31.9,33.6,36.2,34.7,33.8,35.8,36.6,36.6,37.4,37.5,38.1,,,
Uganda,,,,,,,,0.488,,,,0.746,,,0.721,,,,,,,
Ukraine,,,,,,,,,52.5,,,,,50.9,52.3,51,,49.2,51.7,,,
Uruguay,,,,,,,,,,,43.1,41.4,41.4,40.9,41.7,,,39.5,38.6,39.6,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,19.7,
Venezuela,,,,,,,,,8.24,,,,,,,,,,,,,
Vietnam,,,,,,,,,14.1,,,,11.2,,11.7,,12.3,,,,,
Yemen,,,,,,,,8.8,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,1.1,,,,,0.55,,,,
Zimbabwe,,,,,,,,,,1.39,,,,1.91,,,,,,2.45,,2.04
