country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Finland,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.792,0.788,0.821,0.821,0.807,0.807,0.807,0.807
France,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.709,0.709,0.707,0.707,0.707,0.707,0.707,0.707,0.709,0.709,0.707,0.703,0.703,0.703,0.703,0.698,0.722,0.722,0.722,0.722,0.722,0.722,0.722,0.727,0.732,0.732,0.74,0.74,0.74,0.737,0.737,0.737,0.737,0.737,0.729
Gabon,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.247,0.276,0.276,0.24,0.392,0.392,0.392,0.392,0.344,0.367
Gambia,0.488,0.474,0.46,0.46,0.46,0.46,0.453,0.453,0.448,0.448,0.448,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.451,0.418,0.394,0.394,0.394,0.394,0.394,0.391,0.391,0.391,0.391,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.337,0.337,0.337,0.363,0.567,0.532
Georgia,,,,,,,,,,,,,,,,,0.296,0.262,0.195,0.195,0.182,0.182,0.188,0.188,0.221,0.241,0.241,0.241,0.241,0.603,0.653,0.673,0.685,0.685,0.726,0.726,0.726,0.664,0.664,0.634,0.634,0.634,0.634,0.604
Germany,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.887,0.88,0.88,0.887,0.887,0.887,0.887,0.887,0.887,0.893,0.893,0.893,0.887,0.887,0.907,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.884,0.884,0.837,0.866,0.866,0.837
Ghana,0.343,0.343,0.343,0.343,0.366,0.382,0.386,0.368,0.368,0.36,0.367,0.36,0.36,0.36,0.363,0.366,0.363,0.347,0.323,0.323,0.323,0.323,0.323,0.319,0.319,0.411,0.411,0.411,0.411,0.411,0.407,0.407,0.407,0.407,0.407,0.411,0.411,0.411,0.393,0.393,0.398,0.375,0.369,0.369
Greece,0.487,0.487,0.487,0.487,0.487,0.487,0.494,0.494,0.487,0.492,0.492,0.5,0.5,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.512,0.512,0.512,0.512,0.512,0.512,0.508,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.488,0.488,0.506,0.506,0.549,0.549,0.549,0.549,0.549,0.549
Guatemala,0.318,0.318,0.318,0.246,0.246,0.246,0.268,0.268,0.34,0.34,0.34,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.286,0.292,0.292,0.326,0.328,0.328,0.317,0.291,0.289,0.273,0.273,0.324,0.324,0.324,0.324,0.33,0.337,0.337,0.337,0.336,0.336,0.336,0.331,0.39,0.362,0.295
Guinea,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.409,0.412,0.286,0.232,0.228,0.232,0.232,0.233,0.233,0.233,0.233,0.169,0.149,0.149,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.145,0.145,0.145,0.145,0.145,0.177,0.186,0.325,0.334,0.334,0.334,0.334,0.334,0.346,0.308
Guinea-Bissau,0.375,0.375,0.375,0.375,0.375,0.29,0.274,0.274,0.274,0.274,0.274,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.145,0.145,0.145,0.145,0.154,0.154,0.126,0.126,0.126,0.126,0.174,0.174,0.166,0.166,0.174,0.174,0.174,0.174,0.137,0.186,0.202,0.202,0.186,0.209,0.211
Haiti,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.199,0.199,0.199,0.219,0.219,0.219,0.219,0.219,0.242,0.242,0.242,0.242,0.249,0.27,0.264,0.264,0.264,0.24,0.24,0.24,0.24,0.222,0.222,0.222,0.222,0.222,0.22,0.22,0.22,0.284,0.284,0.284,0.284,0.28,0.227
