country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Jamaica,,,,,37,,,,,,,,74.5,,,,,,,,,
Jordan,,,,,,,,,89.2,,,,76.8,,,,,,,,,
Kazakhstan,,,,,,,,,,31.8,,,36.7,,,,69,34.8,,,,
Kenya,,,,,,,,23.1,,,,,,,,,,27.9,,,,
Kiribati,,,,,,,,,3.83,,,,,,,,,,,,,
Kyrgyz Republic,,,,,,,,,13.1,,,,,8.61,9.73,9.44,,,,,,
Latvia,,,,,,,,,,,34,55,,,,,,,,,,
Lebanon,,,,,,,4.62,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,6.8,,,,,,,87.2,,
Liberia,,,,,,,,,,60.3,,,,,,,7.69,,16.6,,,
Lithuania,,,,,,,,,,,62.7,,,,,,,,,,,
Malawi,,,,,,,57.9,,,,,,19.3,,,45.5,,,47.1,,,
Malaysia,,,,,,,,,,,87.9,,,,91.8,,97.5,,91.3,,,
Maldives,,,,,,,1.34,,,,,30.2,,,,,,,29.6,,,
Mauritania,,,,,,,,,,,32.1,,,,,,46,,,,,
Mauritius,,,,,,,,,40.3,,,,,,46.8,,,,,,,
Mexico,,,,,,,,,,,19.7,,41.5,,46.9,,39.3,,36.9,,35.5,
"Micronesia, Fed. Sts.",,,8.53,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,36.5,,31.5,23.9,,,,,,
Mongolia,,,,,,,,,,88.9,,90.5,96.9,99.9,99.8,,91.3,,92.7,,,
Montenegro,,,,,,,,,,,,,,5.44,11.3,15.6,6.43,,,,,
Morocco,,,,,,,,,,,,43,,,,,,,,,,
Mozambique,,,,,,,,,,,5.37,,,,,,1.8,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,9.49,,
Namibia,,,,,,13.5,,,,,,21.9,,,,,,48.4,,,,
Nepal,,,,,,,,,,,,,46.5,,,,,,,,,
Nicaragua,,,,,,,,57.7,,,,45.8,,,,,71.1,,,,,
Niger,,,,,,,,,,,,,,3.75,,,20.6,,,,,
Nigeria,,,,,,,,,,,,,1.87,,6.22,,,4.06,,,,
Pakistan,,,,,,,,,,2.48,,13.9,,,,13,,14,,,,
Palau,,,,,,,,,2.69,,,,,,,,,,,,,
Palestine,,,,,,,,,,13.9,,11.4,,,,,,,,,,
Panama,,,,,,,,,,,70.4,71.5,67.5,64.6,67.1,71.1,67,81.1,82.5,79.8,80.7,
Papua New Guinea,,,,,,,,,,,,2.64,,,,,,,,,,
Paraguay,,,,,,,,,,42.2,51,48.9,63.7,61.6,80.9,76.3,74.6,77.2,79.5,79.9,,
Peru,,,,,,,,,,,61.1,74.6,78.3,77.2,88.8,73.2,76.4,78.2,77.2,77.8,,
Philippines,,,,,,,,,,,,,,,,41,,49.3,,,,
Poland,,,,,,,,57.3,55.7,53.9,49.3,44.9,43.8,42.3,42.9,,,34.6,,,,
Romania,,,,,,,,,,,64.3,,,70.6,69.3,,,,,,,
Russia,,,,,,,,,,32.8,,,,,,,74.5,70.8,73.1,70.5,,
Rwanda,,,,,,,,1.23,,,,,23.6,,,22.2,,,,,,
Senegal,,,,,,,,,,,,,,8.48,,,,,,,,
Serbia,,,,,,,,,,15.1,,,15.7,,,13.6,,13.2,,,,
Sierra Leone,,,,,,,,,,,,,,29.4,,,,,,,,
Slovak Republic,,,,,,,,,,,,93.9,,,,,,,,,,
Solomon Islands,,,,,,,,0.298,,,,,,,,,,,,,,
South Africa,,,,,,,,79.2,,,,,79.8,,,,93,,,,,
South Sudan,,,,,,,,,,,,5,,,,,,,,,,
Sri Lanka,,,,,,,,,40.8,,,32.4,,,34.1,,,,36.3,,,
Sudan,,,,,,,,,,,,10.2,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,8.29,,,,,,,,
Tanzania,,,,,,,,,,,5.12,,14.6,,16.6,,13,,,,,
Thailand,,,,,,,,,56.7,,,75,,74.1,,72.3,,,,,,
Timor-Leste,,,,,,,,,,27.5,,,,32.2,,,,,,,,
Tunisia,,,,,,,,,,,,,15.3,,,,,,,,,
Turkey,,,,,,,31.1,32.7,33.4,38,40.8,22.5,20.3,21.9,18.4,19,20.5,20,20.1,,,
Uganda,,,,,,,,9.44,,,,5.8,,,71.9,,,,,,,
Ukraine,,,,,,,,,50.9,,,,,52.5,55.6,53.4,,41.2,38.7,,,
Uruguay,,,,,,,,,,,58.9,71.8,76.3,73.8,76.2,,,71.5,72.2,71.9,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,8.02,
Venezuela,,,,,,,,,6.08,,,,,,,,,,,,,
Vietnam,,,,,,,,,24,,,,40.8,,26,,19.7,,,,,
Yemen,,,,,,,,14.7,,,,,,,,,,,,,,
Zambia,,,,,,,,,,,,,0.351,,,,,1.02,,,,
Zimbabwe,,,,,,,,,,19.7,,,,34.4,,,,,,14.8,,37.8
