country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,,42.1,,38.6,49,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675,0.0646,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.43,2.37,3.22,4.75,5.92,6.09,6.23,4.99,3.25,2.9,3.47,4.05,4.26,4.52,4.51,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,4.48,3.48,3.09,1.95,3.12,3.85,3.41,2.53,2.67,0.908,0.193,0.95,1.57,3.09,1.72,0.89,0.473,1.04,0.772,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,29.9,,,,,,,,,,,,
Somalia,,,,,,,,73.8,77.5,78.1,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,13.1,14.5,16.2,14.8,12.9,10.4,8.7,,,,,,,,,,,,19.1,,
South Korea,,45.2,40.3,35.2,29.9,29.3,25.2,24.1,25.6,20.4,17.2,14.5,,,11.8,10.3,8.43,,,11.6,,6.31,8.5,,,,0.074,6.72,7.44,6.14,1.89,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,55.9,,,,
Spain,,,,7.82,,6.61,6.22,2.65,1.78,1.31,0.929,1.05,,,,,,,,,,,,,,,,,,2.85,2.59,1.64,0.749,0.616,0.866,0.476,0.258,0.806,1.35,2.24,3.45,5.69,5.16,3.09,1.29,0.0926,0.28,0.154,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,7.03,6.58,5.9,,,,1.33,0.132,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,13.3,,2.05,5.35,,,3.2,,,,,,,,,,5.73,4.91,5.1,0.732,,1.63,,,,2.35,13.4,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,9.08,24.5,34.5,28.9,28.1,18.4,8.37,13.7,9.62,8.65,11.2,13.7,13.4,13.7,,9.54,12,10.9,11.9,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,1.78,3.13,2.45,,,,3.35,2.38,5.51,,,1.16,0.602,3.39,2.45,0.677,1.54,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,12,14.2,,,,,,,,,,,,,,,,,,,,,30,23.9,20.2,16.4,15,14,15,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.464,0.904,0.814,0.769,0.0755,0.488,0.463,2.39,5.52,8.37,8.73,8.86,4.15,0.0105,0.187,0.159,,,,
Switzerland,,,,,,,,,,,,6.1,7.48,8.82,9.33,9.49,9.54,10.1,10.8,11.8,11.2,9.35,7.08,5.18,4.2,,,,,2.63,1.64,1.83,0.642,0.136,0.144,0.0284,0.172,1.02,,,,,,,,0.296,0.446,1.48,,
Syria,,61,,41.9,,42.6,38.4,35.5,35.6,34.1,,,,,,,,,,,,,,,,,,,38.7,38.6,38.8,35.8,33.9,20.4,16.4,11.6,14.3,11.9,11.9,12,12,10.2,5.73,38.1,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,17.3,17.8,13.4,,8.43,9.11,7.89,6.26,6.37,6.25,5.36,5.83,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8,,,
Thailand,,,,77.4,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.92,4.5,3.56,,,,,12.4,12.2,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,27.2,24.9,20.2,17.5,17,14.9,14.8,13.4,12.7,12.6,
Togo,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,34.2,39.6,37.7,,34,33.8,32.6,,37.4,,,,,,,,,,21.4,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.62,,18.8,,,,,,,,,,,2.38,7.46,1.67,4.92,,,,
Trinidad and Tobago,,14,14.5,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,11.7,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,38.4,38.9,40.5,,,34.9,33.7,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,34.5,,,,,,,,,,,,36.4,34.9,33.9,35.5,36,33.8,32.9,30.9,,,,32.8,,21.1,11.8,7.8,6.64,6.44,5.79,5.3,4.65,4.11,3.5,2.91,1.94,1.2,0.969,3.18,5.49,8.01,9.8,8.91,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,8.25,30.2,,22.8,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.18,2.38,4.14,3.66,3.97,4.5,4.82,5.24,5.31,6,5.18,3.64,,,,,
United Arab Emirates,,,,,,,,,35.7,,29.8,,,,,,,,,,,15.9,13.3,9.82,6.54,8.53,,13.5,13.7,,,,,,,,,,,,,,,,,,2.27,0.566,,
United Kingdom,,3.34,3.86,6.07,5.56,6.46,2.32,2.29,2.29,2.96,,2.36,2.19,,,,,,,,,,,,,,,,1.39,0.668,0.272,0.246,0.436,0.478,0.439,0.483,1.31,3.85,1.67,0.0681,0.0364,1.63,6.03,3.34,3.46,1.82,,0.128,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.846,0.304,0.226,,
Uruguay,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,8.32,8.21,7.74,,12.1,12.4,,4.98,0.478,0.749,0.261,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,4.36,4.86,5.29,6.8,7.59,8.25,6.74,6.69,4.83,3.92,3.67,
Vanuatu,,,,,,,,,,,,,,,,,,,,42.7,,,,,,,,,,29,18.4,17.3,11.4,13.8,12.3,,,,,,,,,,,3.4,,,,
Venezuela,,48.3,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,23.6,19.9,17.7,16.3,13.9,12.5,9.69,6.32,8.08,6.57,8.08,9.36,7.61,5.5,7.06,8.45,9.71,14.1,,
Vietnam,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,,,14.8,14.4,11.9,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,,,,,,,,,,39,,36.6,31.5,,,28.4,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95,9.68,8.64,16.9,21.6,,,,,,,,,4.73,2.26,,,,,,
