country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iran,0.783,0.783,0.783,0.783,0.729,0.729,0.728,0.728,0.728,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.737,0.737,0.737,0.737,0.739,0.739,0.739,0.739,0.737,0.737,0.737,0.737,0.74,0.739,0.739,0.739,0.731,0.74,0.74,0.74,0.778,0.783,0.783,0.783,0.792,0.798,0.798
Iraq,0,0,0,0,0,0.483,0.816,0.816,0.816,0.813,0.813,0.813,0.813,0.813,0.815,0.815,0.815,0.815,0.815,0.815,0.83,0.83,0.83,0.83,0.83,0.829,0.829,0.827,0.827,0,0.849,0.849,0.849,0.849,0.849,0.85,0.85,0.85,0.85,0.852,0.852,0.852,0.852,0.854
Ireland,0.937,0.937,0.945,0.945,0.945,0.945,0.943,0.943,0.943,0.943,0.943,0.943,0.944,0.944,0.944,0.944,0.944,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.945,0.945,0.945,0.945,0.945,0.952,0.952,0.952,0.952,0.971,0.971,0.971,0.971,0.971,0.912,0.912,0.897
Israel,0.958,0.958,0.959,0.959,0.959,0.959,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.959,0.959,0.959,0.959,0.957,0.957,0.957,0.946,0.946,0.946,0.949,0.949,0.949,0.949,0.939,0.939,0.909,0.909,0.909,0.909
Italy,0.968,0.967,0.967,0.967,0.969,0.969,0.969,0.969,0.966,0.966,0.966,0.966,0.968,0.968,0.968,0.968,0.968,0.967,0.967,0.968,0.968,0.967,0.967,0.967,0.967,0.967,0.969,0.969,0.969,0.969,0.969,0.945,0.945,0.98,0.98,0.98,0.98,0.98,0.939,0.939,0.939,0.939,0.939,0.934
Jamaica,0.902,0.852,0.852,0.852,0.852,0.845,0.845,0.845,0.834,0.834,0.834,0.834,0.834,0.834,0.858,0.858,0.858,0.858,0.876,0.876,0.876,0.876,0.916,0.916,0.916,0.916,0.916,0.952,0.952,0.952,0.952,0.952,0.968,0.968,0.968,0.968,0.937,0.937,0.937,0.937,0.937,0.939,0.939,0.939
Japan,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.927,0.927,0.927,0.929,0.929,0.929,0.929,0.928,0.928,0.928,0.926,0.926,0.926,0.928,0.928,0.928,0.928,0.927,0.927,0.927,0.929,0.929,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.942,0.942,0.933,0.933,0.933,0.954,0.954
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,0.869,0.869,0.869,0.858,0.858,0.858,0.858,0.845,0.845,0.845,0,0,0,0.844,0.844,0.844,0.844,0.847,0.847,0.847,0.864,0.864,0.864,0.867,0.867,0.867,0.872,0.872,0.872
Kazakhstan,,,,,,,,,,,,,,,,,0.815,0.815,0.815,0.81,0.81,0.81,0.81,0.81,0.798,0.798,0.798,0.798,0.798,0.798,0.799,0.799,0.809,0.809,0.809,0.809,0.809,0.821,0.821,0.821,0.829,0.829,0.829,0.829
Kenya,0.84,0.84,0.84,0.84,0.849,0.849,0.849,0.849,0.831,0.831,0.831,0.831,0.831,0.818,0.818,0.818,0.818,0.848,0.848,0.848,0.848,0.848,0.857,0.857,0.857,0.857,0.857,0.868,0.868,0.868,0.868,0.868,0.855,0.855,0.855,0.855,0.855,0.855,0.836,0.836,0.836,0.836,0.861,0.861
